,StationName,WaterYear,pH,H (ueq/L),Ca (ueq/L),Mg (ueq/L),Na (ueq/L),K (ueq/L),NH4 (ueq/L),Cl (ueq/L),SO4 (ueq/L),NO3 (ueq/L),DOC (mg/L),Snow Depth (cm)
2779,MOLAS LAKE CO,2018,6.3,0.5,26.6,3.1,2.6,0.8,6.4,2,5.4,7.9,0.58,132
994,MONARCH PASS CO,1993,5.2,6.3,5.6,<1.7,<3,<0.5,2.9,<1.1,6.2,7,0.2,135
995,MONARCH PASS CO,1994,5.9,1.3,19.9,3.3,<3,4.9,5.7,2.8,9,11.7,2.7,107
996,MONARCH PASS CO,1995,5.6,2.5,16.4,<1.7,<3,0.5,4.4,<1.1,6.5,10.1,0.8,170
997,MONARCH PASS CO,1996,5.9,1.3,11.6,2.2,,,2.3,<1.1,6,7.3,0.7,185
998,MONARCH PASS CO,1997,5.5,3.2,6.6,<1.7,,<0.5,1.6,<1.1,4,5.9,,127
999,MONARCH PASS CO,1998,5,10,5.5,0.8,0.9,<0.5,3.2,1.4,6.9,10.3,0.7,130
1000,MONARCH PASS CO,1999,5.7,2,16.9,2.5,1.8,0.6,5.3,1.7,5.8,11.4,0.5,130
1001,MONARCH PASS CO,2000,5.9,1.3,18.9,4,2.7,0.8,5.4,1.1,8.1,10.6,0.9,127
1002,MONARCH PASS CO,2001,5.4,4,7,1.6,1,0.6,5.7,<0.6,5.4,9.7,0.9,112
1003,MONARCH PASS CO,2002,6.5,0.3,51.4,6.5,2.9,3.9,5.7,3.1,8.3,22.8,1.82,66
1004,MONARCH PASS CO,2003,5.3,5,12,4,1.2,1.7,5.2,1.4,5,10.5,0.75,135
1005,MONARCH PASS CO,2004,4.8,15.8,11.2,3,<1,6.1,4,2,4.8,7.8,2,81
1006,MONARCH PASS CO,2005,5.9,1.3,15.9,2.5,1.7,0.7,4,1.4,4.8,7.3,0.24,157
1007,MONARCH PASS CO,2006,6.6,0.3,38.8,4.9,2.5,1.6,5.2,2.8,6.5,8.9,0.79,155
1008,MONARCH PASS CO,2007,6.4,0.4,26.3,6.5,2.8,19.5,<1,5.1,9,6.9,3.6,117
1009,MONARCH PASS CO,2008,5,10,18.4,3.3,4.9,1,2.4,2.3,6.2,5.7,0.37,173
1010,MONARCH PASS CO,2009,6.4,0.4,18.9,2.5,2.3,2.3,5,2.5,4.4,6.9,0.62,112
1011,MONARCH PASS CO,2010,5.7,2,14.9,3.3,1.7,3.3,6.2,2,4.4,7.7,1.12,163
1012,MONARCH PASS CO,2011,6.4,0.4,28.9,3.7,2.7,1.8,3.2,2.3,4.4,6.4,1.02,157
1013,MONARCH PASS CO,2012,5.6,2.5,25.4,5.8,5.2,4.1,4.4,6.1,5.2,7.1,1.4,102
1014,MONARCH PASS CO,2013,5.6,2.5,15.5,3.3,1.7,1,5,2.8,4.4,7.1,0.7,102
1015,MONARCH PASS CO,2014,6.4,0.4,22,4.1,4,3.5,1.3,3.6,4.8,6.1,1.2,178
1016,MONARCH PASS CO,2015,6,1,9.3,2,2.5,1.1,4.4,2.3,3.3,4.6,0.3,135
1017,MONARCH PASS CO,2016,6.2,0.6,16.9,5.7,4.3,14.3,11.1,4.8,7.1,4.7,1.56,137
1018,MONARCH PASS CO,2017,5.8,1.6,12,1.6,1.3,1.2,2.8,1.7,3.1,3.6,0.49,175
1019,MONARCH PASS CO,2018,6,1,21.1,4.2,3.9,2.1,5.1,4.2,5.6,7.5,0.72,102
2780,MONARCH PASS CO,1993,5.2,6.3,5.6,<1.7,<3,<0.5,2.9,<1.1,6.2,7,0.2,135
2781,MONARCH PASS CO,1994,5.9,1.3,19.9,3.3,<3,4.9,5.7,2.8,9,11.7,2.7,107
2782,MONARCH PASS CO,1995,5.6,2.5,16.4,<1.7,<3,0.5,4.4,<1.1,6.5,10.1,0.8,170
2783,MONARCH PASS CO,1996,5.9,1.3,11.6,2.2,,,2.3,<1.1,6,7.3,0.7,185
2784,MONARCH PASS CO,1997,5.5,3.2,6.6,<1.7,,<0.5,1.6,<1.1,4,5.9,,127
2785,MONARCH PASS CO,1998,5,10,5.5,0.8,0.9,<0.5,3.2,1.4,6.9,10.3,0.7,130
2786,MONARCH PASS CO,1999,5.7,2,16.9,2.5,1.8,0.6,5.3,1.7,5.8,11.4,0.5,130
2787,MONARCH PASS CO,2000,5.9,1.3,18.9,4,2.7,0.8,5.4,1.1,8.1,10.6,0.9,127
2788,MONARCH PASS CO,2001,5.4,4,7,1.6,1,0.6,5.7,<0.6,5.4,9.7,0.9,112
2789,MONARCH PASS CO,2002,6.5,0.3,51.4,6.5,2.9,3.9,5.7,3.1,8.3,22.8,1.82,66
2790,MONARCH PASS CO,2003,5.3,5,12,4,1.2,1.7,5.2,1.4,5,10.5,0.75,135
2791,MONARCH PASS CO,2004,4.8,15.8,11.2,3,<1,6.1,4,2,4.8,7.8,2,81
2792,MONARCH PASS CO,2005,5.9,1.3,15.9,2.5,1.7,0.7,4,1.4,4.8,7.3,0.24,157
2793,MONARCH PASS CO,2006,6.6,0.3,38.8,4.9,2.5,1.6,5.2,2.8,6.5,8.9,0.79,155
2794,MONARCH PASS CO,2007,6.4,0.4,26.3,6.5,2.8,19.5,<1,5.1,9,6.9,3.6,117
2795,MONARCH PASS CO,2008,5,10,18.4,3.3,4.9,1,2.4,2.3,6.2,5.7,0.37,173
2796,MONARCH PASS CO,2009,6.4,0.4,18.9,2.5,2.3,2.3,5,2.5,4.4,6.9,0.62,112
2797,MONARCH PASS CO,2010,5.7,2,14.9,3.3,1.7,3.3,6.2,2,4.4,7.7,1.12,163
2798,MONARCH PASS CO,2011,6.4,0.4,28.9,3.7,2.7,1.8,3.2,2.3,4.4,6.4,1.02,157
2799,MONARCH PASS CO,2012,5.6,2.5,25.4,5.8,5.2,4.1,4.4,6.1,5.2,7.1,1.4,102
2800,MONARCH PASS CO,2013,5.6,2.5,15.5,3.3,1.7,1,5,2.8,4.4,7.1,0.7,102
2801,MONARCH PASS CO,2014,6.4,0.4,22,4.1,4,3.5,1.3,3.6,4.8,6.1,1.2,178
2802,MONARCH PASS CO,2015,6,1,9.3,2,2.5,1.1,4.4,2.3,3.3,4.6,0.3,135
2803,MONARCH PASS CO,2016,6.2,0.6,16.9,5.7,4.3,14.3,11.1,4.8,7.1,4.7,1.56,137
2804,MONARCH PASS CO,2017,5.8,1.6,12,1.6,1.3,1.2,2.8,1.7,3.1,3.6,0.49,175
2805,MONARCH PASS CO,2018,6,1,21.1,4.2,3.9,2.1,5.1,4.2,5.6,7.5,0.72,102
1020,MONIDA PASS MT,1997,5,10,8.3,2.7,,5.6,5.9,2.5,3.7,7.9,,66
1021,MONIDA PASS MT,1998,5.2,6.3,4.5,0.8,1.3,1.3,12.3,3.1,6,12.1,0.7,66
1022,MONIDA PASS MT,1999,5.5,3.2,6,0.8,1.7,0.5,15.6,3.1,5.8,11.4,0.4,117
1023,MONIDA PASS MT,2000,5.2,6.3,4.5,1.6,2.5,0.7,19.1,2,7.5,15.5,,43
1024,MONIDA PASS MT,2001,5.1,7.9,6.5,0.8,2.8,0.5,13.6,2.5,5.6,23.1,0.6,104
1025,MONIDA PASS MT,2002,5.5,3.2,11,4,1.5,0.7,12.6,2,5.6,17.3,0.64,20
1026,MONIDA PASS MT,2003,6.3,0.5,15.9,3.3,3.2,0.8,9.1,2.3,3.5,7.6,0.42,89
1027,MONIDA PASS MT,2004,5.3,5,4.2,0.5,2.4,<0.4,4.4,1.4,4.4,7.5,0.33,56
1028,MONIDA PASS MT,2005,5.4,4,3.5,<0.2,<1,<0.4,14.7,0.8,7.5,12.9,0.23,33
1029,MONIDA PASS MT,2006,5.9,1.3,3.5,1.6,1.2,1.7,14,2,4.2,7.4,1.06,61
2806,MONIDA PASS MT,1997,5,10,8.3,2.7,,5.6,5.9,2.5,3.7,7.9,,66
2807,MONIDA PASS MT,1998,5.2,6.3,4.5,0.8,1.3,1.3,12.3,3.1,6,12.1,0.7,66
2808,MONIDA PASS MT,1999,5.5,3.2,6,0.8,1.7,0.5,15.6,3.1,5.8,11.4,0.4,117
2809,MONIDA PASS MT,2000,5.2,6.3,4.5,1.6,2.5,0.7,19.1,2,7.5,15.5,,43
2810,MONIDA PASS MT,2001,5.1,7.9,6.5,0.8,2.8,0.5,13.6,2.5,5.6,23.1,0.6,104
2811,MONIDA PASS MT,2002,5.5,3.2,11,4,1.5,0.7,12.6,2,5.6,17.3,0.64,20
2812,MONIDA PASS MT,2003,6.3,0.5,15.9,3.3,3.2,0.8,9.1,2.3,3.5,7.6,0.42,89
2813,MONIDA PASS MT,2004,5.3,5,4.2,0.5,2.4,<0.4,4.4,1.4,4.4,7.5,0.33,56
2814,MONIDA PASS MT,2005,5.4,4,3.5,<0.2,<1,<0.4,14.7,0.8,7.5,12.9,0.23,33
2815,MONIDA PASS MT,2006,5.9,1.3,3.5,1.6,1.2,1.7,14,2,4.2,7.4,1.06,61
1032,MOUNT BELMONT MT,1997,4.9,12.6,3.7,<1.7,,1.5,3.3,<1.1,5.2,4.8,1.6,137
1033,MOUNT BELMONT MT,1998,5.1,7.9,5.5,1.6,0.9,2,3.2,1.4,4.8,8.4,1.3,86
1034,MOUNT BELMONT MT,1999,5.3,5,5.5,0.8,<1,1,3.3,1.1,5.4,4.6,0.8,124
1035,MOUNT BELMONT MT,2000,5,10,2.5,0.8,<1,0.7,3.9,0.6,4.2,5.6,0.76,61
1036,MOUNT BELMONT MT,2001,5.1,7.9,9.5,2.5,2.6,2.9,4.5,1.7,11.2,12.6,1.94,58
1037,MOUNT BELMONT MT,2002,5.2,6.3,5,1.6,<1,4.3,6.5,1.1,5,9.5,1.46,64
1038,MOUNT BELMONT MT,2003,5.4,4,7.5,2.5,1.3,2.3,8.9,0.8,5.6,7.4,1.85,91
1039,MOUNT BELMONT MT,2004,5.3,5,7.3,1.8,3,3.2,5.9,2.5,5.2,8.3,1.83,69
1040,MOUNT BELMONT MT,2005,5,10,3.5,1.6,<1,2.6,3,1.7,6.9,9.7,2.18,30
1041,MOUNT BELMONT MT,2006,6.5,0.3,9.5,19.5,1.4,13.2,21.7,2.8,5.6,7.4,3.64,76
1042,MOUNT BELMONT MT,2007,5.5,3.2,13.8,4.8,2.4,9,<1,3.1,7.9,6.5,3.33,46
1043,MOUNT BELMONT MT,2008,5.3,5,9.5,1.6,1.5,1.6,6,1.7,4.4,6.6,1.58,74
1044,MOUNT BELMONT MT,2009,5.5,3.2,4,1.6,1.2,8.3,1.6,1.4,4.6,4.8,1.63,71
1045,MOUNT BELMONT MT,2010,5,10,8,3.3,1.6,3.5,11.9,1.7,8.5,14.6,2.6,76
1046,MOUNT BELMONT MT,2011,5.5,3.2,6.2,2.1,9.3,6.1,1.4,2.3,4.6,5.4,3.86,99
1047,MOUNT BELMONT MT,2012,4.8,15.8,5.5,<1.6,1.3,0.8,7,1.3,3.5,5.2,0.7,109
1048,MOUNT BELMONT MT,2013,5.1,7.9,5,1.6,<0.9,1.5,7.2,1.1,4,7.1,1.3,71
1049,MOUNT BELMONT MT,2014,5.7,2,5.5,0.8,1,1.2,2.9,0.9,2.5,3.6,0.72,175
1050,MOUNT BELMONT MT,2015,5.4,4,2.2,0.7,0.6,1.5,4.9,0.8,2.9,4.4,0.55,74
1051,MOUNT BELMONT MT,2016,5.4,4,2,<0.2,0.9,1.5,3,0.8,2.1,4.1,0.81,89
1052,MOUNT BELMONT MT,2017,6,1,11,4,0.9,2.5,5,0.8,3.3,5.1,0.7,109
1053,MOUNT BELMONT MT,2018,5.5,3.2,3.5,1.2,1.2,2.5,3.8,1.1,2.3,4.1,1.13,180
2818,MOUNT BELMONT MT,1997,4.9,12.6,3.7,<1.7,,1.5,3.3,<1.1,5.2,4.8,1.6,137
2819,MOUNT BELMONT MT,1998,5.1,7.9,5.5,1.6,0.9,2,3.2,1.4,4.8,8.4,1.3,86
2820,MOUNT BELMONT MT,1999,5.3,5,5.5,0.8,<1,1,3.3,1.1,5.4,4.6,0.8,124
2821,MOUNT BELMONT MT,2000,5,10,2.5,0.8,<1,0.7,3.9,0.6,4.2,5.6,0.76,61
2822,MOUNT BELMONT MT,2001,5.1,7.9,9.5,2.5,2.6,2.9,4.5,1.7,11.2,12.6,1.94,58
2823,MOUNT BELMONT MT,2002,5.2,6.3,5,1.6,<1,4.3,6.5,1.1,5,9.5,1.46,64
2824,MOUNT BELMONT MT,2003,5.4,4,7.5,2.5,1.3,2.3,8.9,0.8,5.6,7.4,1.85,91
2825,MOUNT BELMONT MT,2004,5.3,5,7.3,1.8,3,3.2,5.9,2.5,5.2,8.3,1.83,69
2826,MOUNT BELMONT MT,2005,5,10,3.5,1.6,<1,2.6,3,1.7,6.9,9.7,2.18,30
2827,MOUNT BELMONT MT,2006,6.5,0.3,9.5,19.5,1.4,13.2,21.7,2.8,5.6,7.4,3.64,76
2828,MOUNT BELMONT MT,2007,5.5,3.2,13.8,4.8,2.4,9,<1,3.1,7.9,6.5,3.33,46
2829,MOUNT BELMONT MT,2008,5.3,5,9.5,1.6,1.5,1.6,6,1.7,4.4,6.6,1.58,74
2830,MOUNT BELMONT MT,2009,5.5,3.2,4,1.6,1.2,8.3,1.6,1.4,4.6,4.8,1.63,71
2831,MOUNT BELMONT MT,2010,5,10,8,3.3,1.6,3.5,11.9,1.7,8.5,14.6,2.6,76
2832,MOUNT BELMONT MT,2011,5.5,3.2,6.2,2.1,9.3,6.1,1.4,2.3,4.6,5.4,3.86,99
2833,MOUNT BELMONT MT,2012,4.8,15.8,5.5,<1.6,1.3,0.8,7,1.3,3.5,5.2,0.7,109
2834,MOUNT BELMONT MT,2013,5.1,7.9,5,1.6,<0.9,1.5,7.2,1.1,4,7.1,1.3,71
2835,MOUNT BELMONT MT,2014,5.7,2,5.5,0.8,1,1.2,2.9,0.9,2.5,3.6,0.72,175
2836,MOUNT BELMONT MT,2015,5.4,4,2.2,0.7,0.6,1.5,4.9,0.8,2.9,4.4,0.55,74
2837,MOUNT BELMONT MT,2016,5.4,4,2,<0.2,0.9,1.5,3,0.8,2.1,4.1,0.81,89
2838,MOUNT BELMONT MT,2017,6,1,11,4,0.9,2.5,5,0.8,3.3,5.1,0.7,109
2839,MOUNT BELMONT MT,2018,5.5,3.2,3.5,1.2,1.2,2.5,3.8,1.1,2.3,4.1,1.13,180
1054,MUSIC PASS CO,2006,6.3,0.5,40.3,4,4,2.4,9.9,2,13.3,13.4,1.07,180
1055,MUSIC PASS CO,2007,5.4,4,14.4,2.5,2.4,3.1,2.5,1.1,8.1,9.6,1.16,244
1056,MUSIC PASS CO,2008,5.4,4,7,0.8,<1,1.1,3.5,<0.6,3.5,6.8,0.42,203
1057,MUSIC PASS CO,2009,5.8,1.6,11,1.6,1.5,1.7,6,0.6,6.7,7.7,0.8,160
1058,MUSIC PASS CO,2010,5.5,3.2,8.5,1.6,1.5,0.8,6.5,0.6,5.2,7.6,0.53,193
1059,MUSIC PASS CO,2011,6,1,24.3,3,3.3,2.4,6.7,0.8,7.3,10.9,0.9,99
1060,MUSIC PASS CO,2012,6,1,67.4,5.8,2.6,2.8,7.5,1,8.5,8.9,0.7,142
1061,MUSIC PASS CO,2013,5.6,2.5,17,2.5,2.6,1,6.4,1.4,7.3,9.3,0.8,114
1062,MUSIC PASS CO,2014,6.1,0.8,12.5,1.6,1.5,1.3,7.7,0.6,5.6,7,0.49,160
1063,MUSIC PASS CO,2015,6.4,0.4,13.2,3,2.1,5.3,8.1,1.7,6.7,7.9,1.37,130
1064,MUSIC PASS CO,2016,5.9,1.3,12.5,2.5,3.5,7.2,5.7,1.7,6.5,6.2,1.49,124
1065,MUSIC PASS CO,2017,6.2,0.6,16.4,1.6,1.3,1.3,4.9,0.8,3.3,4.6,0.7,135
1066,MUSIC PASS CO,2018,6.5,0.3,40.2,6.1,4.7,7.5,12.4,3.1,8.5,4.5,2.44,56
2840,MUSIC PASS CO,2006,6.3,0.5,40.3,4,4,2.4,9.9,2,13.3,13.4,1.07,180
2841,MUSIC PASS CO,2007,5.4,4,14.4,2.5,2.4,3.1,2.5,1.1,8.1,9.6,1.16,244
2842,MUSIC PASS CO,2008,5.4,4,7,0.8,<1,1.1,3.5,<0.6,3.5,6.8,0.42,203
2843,MUSIC PASS CO,2009,5.8,1.6,11,1.6,1.5,1.7,6,0.6,6.7,7.7,0.8,160
2844,MUSIC PASS CO,2010,5.5,3.2,8.5,1.6,1.5,0.8,6.5,0.6,5.2,7.6,0.53,193
2845,MUSIC PASS CO,2011,6,1,24.3,3,3.3,2.4,6.7,0.8,7.3,10.9,0.9,99
2846,MUSIC PASS CO,2012,6,1,67.4,5.8,2.6,2.8,7.5,1,8.5,8.9,0.7,142
2847,MUSIC PASS CO,2013,5.6,2.5,17,2.5,2.6,1,6.4,1.4,7.3,9.3,0.8,114
2848,MUSIC PASS CO,2014,6.1,0.8,12.5,1.6,1.5,1.3,7.7,0.6,5.6,7,0.49,160
2849,MUSIC PASS CO,2015,6.4,0.4,13.2,3,2.1,5.3,8.1,1.7,6.7,7.9,1.37,130
2850,MUSIC PASS CO,2016,5.9,1.3,12.5,2.5,3.5,7.2,5.7,1.7,6.5,6.2,1.49,124
2851,MUSIC PASS CO,2017,6.2,0.6,16.4,1.6,1.3,1.3,4.9,0.8,3.3,4.6,0.7,135
2852,MUSIC PASS CO,2018,6.5,0.3,40.2,6.1,4.7,7.5,12.4,3.1,8.5,4.5,2.44,56
1069,NED WILSON LAKE CO,1993,5.1,7.9,<3.1,<1.7,<3,<0.5,2.5,<1.1,5,7.3,0.2,61
1070,NED WILSON LAKE CO,1993,5.1,7.9,<3.1,<1.7,<3,<0.5,3.5,2.3,6.7,6.3,0.3,287
1071,NED WILSON LAKE CO,1993,,,,,,,<0.2,,,,,
1072,NED WILSON LAKE CO,1993,5.3,5,<3.1,<1.7,,<0.5,0.3,2.8,5.2,,,0
1073,NED WILSON LAKE CO,1994,5.5,3.2,10,<1.7,<3,0.5,3.9,1.4,6.7,10.9,0.4,221
1074,NED WILSON LAKE CO,1994,5.2,6.3,6,<1.7,<3,<0.5,2.5,<1.1,7.7,8.9,0.9,61
1075,NED WILSON LAKE CO,1994,5.5,3.2,<3.1,<1.7,<3,,3.2,<1.1,3.3,,,0
1076,NED WILSON LAKE CO,1995,5.6,2.5,13.9,<1.7,<3,0.8,5,1.1,7.7,9,1.2,231
1077,NED WILSON LAKE CO,1995,5.3,5,4.7,<1.7,<3,<0.5,2.5,<1.1,4.2,7.9,0.8,71
1078,NED WILSON LAKE CO,1995,5.8,1.6,5.5,<1.7,<3,<0.5,2.9,<1.1,3.1,2.5,0.4,295
1079,NED WILSON LAKE CO,2003,6.2,0.6,21.4,3.3,1.6,0.4,5.4,0.8,6,9.3,0.44,269
1080,NED WILSON LAKE CO,2004,5.4,4,7.9,1.2,<1,<0.4,3.7,0.6,3.7,7.1,0.24,224
1081,NED WILSON LAKE CO,2005,5.5,3.2,7,0.8,1.7,0.5,3.7,0.8,4.6,7,<0.2,244
2855,NED WILSON LAKE CO,1993,5.1,7.9,<3.1,<1.7,<3,<0.5,2.5,<1.1,5,7.3,0.2,61
2856,NED WILSON LAKE CO,1993,5.1,7.9,<3.1,<1.7,<3,<0.5,3.5,2.3,6.7,6.3,0.3,287
2857,NED WILSON LAKE CO,1993,,,,,,,<0.2,,,,,
2858,NED WILSON LAKE CO,1993,5.3,5,<3.1,<1.7,,<0.5,0.3,2.8,5.2,,,0
2859,NED WILSON LAKE CO,1994,5.5,3.2,10,<1.7,<3,0.5,3.9,1.4,6.7,10.9,0.4,221
2860,NED WILSON LAKE CO,1994,5.2,6.3,6,<1.7,<3,<0.5,2.5,<1.1,7.7,8.9,0.9,61
2861,NED WILSON LAKE CO,1994,5.5,3.2,<3.1,<1.7,<3,,3.2,<1.1,3.3,,,0
2862,NED WILSON LAKE CO,1995,5.6,2.5,13.9,<1.7,<3,0.8,5,1.1,7.7,9,1.2,231
2863,NED WILSON LAKE CO,1995,5.3,5,4.7,<1.7,<3,<0.5,2.5,<1.1,4.2,7.9,0.8,71
2864,NED WILSON LAKE CO,1995,5.8,1.6,5.5,<1.7,<3,<0.5,2.9,<1.1,3.1,2.5,0.4,295
2865,NED WILSON LAKE CO,2003,6.2,0.6,21.4,3.3,1.6,0.4,5.4,0.8,6,9.3,0.44,269
2866,NED WILSON LAKE CO,2004,5.4,4,7.9,1.2,<1,<0.4,3.7,0.6,3.7,7.1,0.24,224
2867,NED WILSON LAKE CO,2005,5.5,3.2,7,0.8,1.7,0.5,3.7,0.8,4.6,7,<0.2,244
1082,NIWOT CO,1994,5,10,8,<1.7,<3,0.5,11.1,1.1,9.8,13.7,1,137
1083,NIWOT CO,1995,5,10,7.6,1.8,<3,1,8.2,1.4,9.4,15.1,1.1,99
1084,NIWOT CO,1996,5.2,6.3,5.5,<1.7,1.3,1.3,4.4,<1.1,8.1,8.5,0.8,160
1085,NIWOT CO,1997,5.2,6.3,3.8,<1.7,,0.5,5.2,<1.1,6.2,7.9,,145
1086,NIWOT CO,1998,4.9,12.6,3,0.8,0.9,<0.5,8.4,0.8,7.7,11.9,0.5,150
1087,NIWOT CO,1999,5.2,6.3,13.4,2.5,2.8,1.6,9.3,1.7,12.9,14.4,1.4,81
1088,NIWOT CO,2000,5,10,6.5,1.6,1.3,1,8.4,0.8,9,9.9,1.1,107
1089,NIWOT CO,2001,5.1,7.9,10,2.5,3,1.1,16.9,1.4,14.4,20,1,97
1090,NIWOT CO,2002,5.2,6.3,14.9,3.3,1.9,2.5,10.9,1.7,9.6,20.5,1.85,71
1091,NIWOT CO,2003,5.2,6.3,7,1.6,1,0.8,10.5,0.8,8.1,11.9,0.84,180
1092,NIWOT CO,2004,5.2,6.3,7.2,1.1,<1,1.8,12.7,1.1,9.2,18,0.64,89
1093,NIWOT CO,2005,5.4,4,7.5,0.8,2.3,0.5,10.6,1.1,8.7,13.5,<0.2,109
1094,NIWOT CO,2006,7.1,0.1,63.9,4,3.3,1.5,6,1.4,11.2,11.3,<0.2,79
2868,NIWOT CO,1994,5,10,8,<1.7,<3,0.5,11.1,1.1,9.8,13.7,1,137
2869,NIWOT CO,1995,5,10,7.6,1.8,<3,1,8.2,1.4,9.4,15.1,1.1,99
2870,NIWOT CO,1996,5.2,6.3,5.5,<1.7,1.3,1.3,4.4,<1.1,8.1,8.5,0.8,160
2871,NIWOT CO,1997,5.2,6.3,3.8,<1.7,,0.5,5.2,<1.1,6.2,7.9,,145
2872,NIWOT CO,1998,4.9,12.6,3,0.8,0.9,<0.5,8.4,0.8,7.7,11.9,0.5,150
2873,NIWOT CO,1999,5.2,6.3,13.4,2.5,2.8,1.6,9.3,1.7,12.9,14.4,1.4,81
2874,NIWOT CO,2000,5,10,6.5,1.6,1.3,1,8.4,0.8,9,9.9,1.1,107
2875,NIWOT CO,2001,5.1,7.9,10,2.5,3,1.1,16.9,1.4,14.4,20,1,97
2876,NIWOT CO,2002,5.2,6.3,14.9,3.3,1.9,2.5,10.9,1.7,9.6,20.5,1.85,71
2877,NIWOT CO,2003,5.2,6.3,7,1.6,1,0.8,10.5,0.8,8.1,11.9,0.84,180
2878,NIWOT CO,2004,5.2,6.3,7.2,1.1,<1,1.8,12.7,1.1,9.2,18,0.64,89
2879,NIWOT CO,2005,5.4,4,7.5,0.8,2.3,0.5,10.6,1.1,8.7,13.5,<0.2,109
2880,NIWOT CO,2006,7.1,0.1,63.9,4,3.3,1.5,6,1.4,11.2,11.3,<0.2,79
1095,NOISY BASIN MT,1993,5.1,7.9,<3.1,<1.7,<3,<0.5,4.7,<1.1,6.5,5.6,0.5,259
1096,NOISY BASIN MT,1994,5.1,7.9,<3.1,<1.7,<3,0.5,5.7,1.4,5.4,6.1,0.9,208
1097,NOISY BASIN MT,1995,5.2,6.3,<3.1,<1.7,<3,0.5,4,<1.1,3.3,4.1,0.9,254
1098,NOISY BASIN MT,1996,5.2,6.3,<3.1,<1.7,,9.7,2.8,<1.1,3.1,4.2,0.6,231
1099,NOISY BASIN MT,1997,5.2,6.3,<3.1,<1.7,,0.5,2.1,1.1,3.7,4.7,,495
1100,NOISY BASIN MT,1998,5.2,6.3,3.5,0.8,1.3,<0.5,3.8,1.1,4.2,6,0.5,307
1101,NOISY BASIN MT,1999,5.2,6.3,1,<0.2,<1,<0.4,4.3,0.8,3.3,4.7,0.4,371
1102,NOISY BASIN MT,2000,5.1,7.9,1,0.8,<1,<0.4,4.2,<0.6,3.5,5.8,0.5,302
1103,NOISY BASIN MT,2001,5,10,3,0.8,1.4,0.6,4.2,<0.6,6.7,8.9,0.7,203
1104,NOISY BASIN MT,2002,5.2,6.3,1.5,0.8,<1,0.7,5,0.8,3.1,6.2,0.45,274
1105,NOISY BASIN MT,2003,5.2,6.3,2.5,1.6,1,0.6,5.3,0.8,3.3,6,0.42,239
1106,NOISY BASIN MT,2004,5.1,7.9,<0.4,<0.2,<1,<0.4,3,0.6,3.3,5.5,0.39,302
1107,NOISY BASIN MT,2005,5.2,6.3,<0.4,<0.2,<1,<0.4,3.5,2.3,4,5,<0.2,160
1108,NOISY BASIN MT,2006,5.3,5,<0.4,<0.2,1,1.3,3.9,1.4,2.7,4.6,0.74,335
1109,NOISY BASIN MT,2007,5.3,5,1.7,0.5,1.3,0.5,3.2,1.7,4,4.9,0.39,284
1110,NOISY BASIN MT,2008,5.2,6.3,5,0.8,1.5,0.8,4.5,1.4,4.8,5.3,0.41,302
1111,NOISY BASIN MT,2009,5.3,5,<0.4,<0.2,<1,<0.4,3.2,0.6,3.3,4.1,0.27,300
1112,NOISY BASIN MT,2010,5.3,5,2,0.8,1.3,<0.4,4.2,0.8,2.9,4.2,0.52,244
1113,NOISY BASIN MT,2011,5.2,6.3,1.2,0.4,<1,0.7,2.9,<0.6,2.3,3.2,0.46,381
1114,NOISY BASIN MT,2012,5,10,2.5,<1.6,1.3,<0.5,5.8,1.6,3.7,4.9,0.4,320
1115,NOISY BASIN MT,2013,5,10,2.5,<1.6,0.9,<0.5,5.7,1.1,3.5,5,0.4,300
1116,NOISY BASIN MT,2014,5.4,4,2,<0.8,0.8,0.7,3.5,0.9,2.9,3.8,0.41,284
1117,NOISY BASIN MT,2015,5.4,4,0.4,0.2,0.5,0.3,2.3,0.6,1.5,2.1,0.26,264
1118,NOISY BASIN MT,2016,5.4,4,1,<0.2,1.3,1.1,3.5,1.1,1.7,3.4,1.15,323
1119,NOISY BASIN MT,2017,5.4,4,1,<0.2,0.9,0.3,2.9,0.8,2.1,3.5,0.3,274
1120,NOISY BASIN MT,2018,5.5,3.2,1.5,0.6,1,0.3,3.2,0.8,1.9,3.4,0.37,358
2881,NOISY BASIN MT,1993,5.1,7.9,<3.1,<1.7,<3,<0.5,4.7,<1.1,6.5,5.6,0.5,259
2882,NOISY BASIN MT,1994,5.1,7.9,<3.1,<1.7,<3,0.5,5.7,1.4,5.4,6.1,0.9,208
2883,NOISY BASIN MT,1995,5.2,6.3,<3.1,<1.7,<3,0.5,4,<1.1,3.3,4.1,0.9,254
2884,NOISY BASIN MT,1996,5.2,6.3,<3.1,<1.7,,9.7,2.8,<1.1,3.1,4.2,0.6,231
2885,NOISY BASIN MT,1997,5.2,6.3,<3.1,<1.7,,0.5,2.1,1.1,3.7,4.7,,495
2886,NOISY BASIN MT,1998,5.2,6.3,3.5,0.8,1.3,<0.5,3.8,1.1,4.2,6,0.5,307
2887,NOISY BASIN MT,1999,5.2,6.3,1,<0.2,<1,<0.4,4.3,0.8,3.3,4.7,0.4,371
2888,NOISY BASIN MT,2000,5.1,7.9,1,0.8,<1,<0.4,4.2,<0.6,3.5,5.8,0.5,302
2889,NOISY BASIN MT,2001,5,10,3,0.8,1.4,0.6,4.2,<0.6,6.7,8.9,0.7,203
